figure_id,panel_id,series_id,scientific_classification,semantic_role,source_or_formula,grid_or_domain,uncertainty_owner,visual_primitive,disposition,validity_gate,evidence_anchor,evidence_quality,verdict
fig:r123_atlas_f19b,UGC02259,HRC-0__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.293538043916, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC02259:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC02259,HRC-0__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,8 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC02259:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC02259,HRC-3__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.290951853215, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC02259:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC02259,HRC-3__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,8 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC02259:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC02259,MOND-standard__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.292499169081, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC02259:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC02259,MOND-standard__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,8 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC02259:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC02259,NFW-fit__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.440146804888, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC02259:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC02259,NFW-fit__source_nodes,statistical_fit/approximation,two-parameter NFW estimator evaluated at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,8 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC02259:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC02259,SPARC_observed_velocity,observations_unconnected,external SPARC observations,"frozen SPARC radius, velocity and uncertainty columns used by the rotation owner",8 irregular observed radii for this panel,SPARC displayed velocity errors,black unconnected error-bar markers,USE R154 UNCONNECTED OBSERVATIONS,"No connector, interpolation, or smoothing is assigned to observations.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC02259,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC02259,baryons__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.277984318133, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC02259:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC02259,baryons__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,8 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC02259:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC05005,HRC-0__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.388560903788, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC05005:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC05005,HRC-0__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,11 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC05005:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC05005,HRC-3__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.370979890901, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC05005:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC05005,HRC-3__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,11 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC05005:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC05005,MOND-standard__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.395894808959, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC05005:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC05005,MOND-standard__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,11 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC05005:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC05005,NFW-fit__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.472248800912, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC05005:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC05005,NFW-fit__source_nodes,statistical_fit/approximation,two-parameter NFW estimator evaluated at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,11 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC05005:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC05005,SPARC_observed_velocity,observations_unconnected,external SPARC observations,"frozen SPARC radius, velocity and uncertainty columns used by the rotation owner",11 irregular observed radii for this panel,SPARC displayed velocity errors,black unconnected error-bar markers,USE R154 UNCONNECTED OBSERVATIONS,"No connector, interpolation, or smoothing is assigned to observations.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC05005,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC05005,baryons__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.433571813669, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC05005:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC05005,baryons__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,11 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC05005:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC05829,HRC-0__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.448259756168, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC05829:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC05829,HRC-0__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,11 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC05829:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19b,UGC05829,HRC-3__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.442968090241, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_b:UGC05829:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
